ref	query	key	label	auc	optimal threshold
primary_motor_cortex	nagy	rachel_subclass	Astrocyte	0.8259423503325941	0.11
primary_motor_cortex	nagy	rachel_subclass	Endothelial	0.22282608695652173	0.03
primary_motor_cortex	nagy	rachel_subclass	L2/3-6 IT	0.689696106362773	0.14
primary_motor_cortex	nagy	rachel_subclass	L5 ET	0.6507760532150776	0.03
primary_motor_cortex	nagy	rachel_subclass	L5/6 NP	0.6098901098901099	0.02
primary_motor_cortex	nagy	rachel_subclass	Microglia	1.0	0.15
primary_motor_cortex	nagy	rachel_subclass	Oligodendrocyte	0.8482142857142857	0.24
primary_motor_cortex	nagy	rachel_subclass	PVALB	0.9891304347826088	0.27
primary_motor_cortex	nagy	rachel_subclass	SST	0.34259259259259256	0.02
primary_motor_cortex	nagy	rachel_subclass	VIP	0.9833333333333334	0.1
