ref	query	key	label	auc	optimal threshold
angular_gyrus	velmeshev_ACC	rachel_subclass	Astrocyte	0.9981060606060606	0.14
angular_gyrus	velmeshev_ACC	rachel_subclass	Endothelial	0.9557291666666666	0.15
angular_gyrus	velmeshev_ACC	rachel_subclass	L2/3-6 IT	0.8448	0.18
angular_gyrus	velmeshev_ACC	rachel_subclass	L5/6 NP	1.0	0.53
angular_gyrus	velmeshev_ACC	rachel_subclass	LAMP5	1.0	0.28
angular_gyrus	velmeshev_ACC	rachel_subclass	Microglia	1.0	0.24
angular_gyrus	velmeshev_ACC	rachel_subclass	OPC	1.0	0.24
angular_gyrus	velmeshev_ACC	rachel_subclass	Oligodendrocyte	0.9992559523809523	0.16
angular_gyrus	velmeshev_ACC	rachel_subclass	PVALB	1.0	0.33
angular_gyrus	velmeshev_ACC	rachel_subclass	SST	1.0	0.23
angular_gyrus	velmeshev_ACC	rachel_subclass	VIP	0.7695852534562212	0.36
