ref	query	key	label	auc	optimal threshold
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	Astrocyte	0.9999999999999999	0.3
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	Endothelial	0.9583333333333334	0.07
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	L2/3-6 IT	0.9352501168770453	0.15
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	L5/6 NP	0.8026113671274961	0.01
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	LAMP5	1.0	0.61
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	Microglia	1.0	0.34
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	OPC	0.9999999999999999	0.15
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	Oligodendrocyte	1.0	0.39
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	PVALB	1.0	0.31
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	SST	1.0	0.31
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	VIP	1.0	0.29
