query	reference	label	f1_score	macro_f1	micro_f1	weighted_f1	key	cutoff
lau	whole_cortex	Oligodendrocyte	1.0	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	Glutamatergic	0.8421052631578947	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	Microglia	1.0	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	Astrocyte	0.96	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	Non-neuron	nan	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	unknown	nan	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	VLMC	nan	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	Endothelial	0.8	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	GABAergic	0.8181818181818182	0.6022541201488569		0.8819578947368422	rachel_subclass	0.0
lau	whole_cortex	Glutamatergic	0.8421052631578947	0.6846787423103213		0.8836721804511278	rachel_class	0.0
lau	whole_cortex	Vascular	0.8571428571428571	0.6846787423103213		0.8836721804511278	rachel_class	0.0
lau	whole_cortex	Microglia	1.0	0.6846787423103213		0.8836721804511278	rachel_class	0.0
lau	whole_cortex	Astrocyte	0.96	0.6846787423103213		0.8836721804511278	rachel_class	0.0
lau	whole_cortex	Non-neuron	nan	0.6846787423103213		0.8836721804511278	rachel_class	0.0
lau	whole_cortex	unknown	nan	0.6846787423103213		0.8836721804511278	rachel_class	0.0
lau	whole_cortex	Oligodendrocyte lineage	1.0	0.6846787423103213		0.8836721804511278	rachel_class	0.0
lau	whole_cortex	GABAergic	0.8181818181818182	0.6846787423103213		0.8836721804511278	rachel_class	0.0
lau	whole_cortex	Glutamatergic	0.8421052631578947	0.6249483135448047		0.838589993502274	rachel_family	0.0
lau	whole_cortex	Non-neuron	0.8395061728395061	0.6249483135448047		0.838589993502274	rachel_family	0.0
lau	whole_cortex	unknown	nan	0.6249483135448047		0.838589993502274	rachel_family	0.0
lau	whole_cortex	GABAergic	0.8181818181818182	0.6249483135448047		0.838589993502274	rachel_family	0.0
