query	reference	label	f1_score	macro_f1	micro_f1	weighted_f1	key	cutoff
nagy	Dissection_Primary_visual_cortexV1	CGE	nan	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	Microglia	0.75	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	GABAergic	0.9230769230769231	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	Chandelier	nan	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	Oligodendrocyte	0.9090909090909091	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	unknown	0.0	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	L2/3-6 IT	0.7317073170731707	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	L6b	nan	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	SNCG	nan	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	L5 ET	0.0	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	Glutamatergic	nan	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	SST	0.4444444444444444	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	PVALB	0.0	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	Astrocyte	0.5	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	L6 CT	0.0	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	VIP	0.0	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	L5 6 NP	nan	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	OPC	nan	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	VLMC	nan	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	L5/6 NP	0.0	0.2129159796842724		0.5998377300206568	rachel_subclass	0.0
nagy	Dissection_Primary_visual_cortexV1	CGE	1.0	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	MGE	0.45454545454545453	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	Microglia	0.75	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	GABAergic	0.9230769230769231	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	unknown	0.0	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	L2/3-6 IT	0.7317073170731707	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	Glutamatergic	nan	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	Astrocyte	0.5	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	Oligodendrocyte lineage	0.8333333333333334	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	deep layer non-IT	0.25	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	Vascular	nan	0.49478754800262553		0.6552417704246971	rachel_class	0.0
nagy	Dissection_Primary_visual_cortexV1	GABAergic	0.6829268292682927	0.5611217926482394		0.7431610192168562	rachel_family	0.0
nagy	Dissection_Primary_visual_cortexV1	Glutamatergic	0.822429906542056	0.5611217926482394		0.7431610192168562	rachel_family	0.0
nagy	Dissection_Primary_visual_cortexV1	unknown	0.0	0.5611217926482394		0.7431610192168562	rachel_family	0.0
nagy	Dissection_Primary_visual_cortexV1	Non-neuron	0.7391304347826086	0.5611217926482394		0.7431610192168562	rachel_family	0.0
