ref	query	key	label	auc	optimal threshold
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	VIP	0.9113475177304966	0.377759372425639
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	Oligodendrocyte	1.0	0.338576339059028
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	OPC	0.9968627450980393	0.260529490895995
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	Microglia	1.0	0.672326957187467
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	LAMP5	1.0	0.445534621166028
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	PVALB	0.9696969696969697	0.0959671121076325
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	SST	0.9739583333333333	0.109717807125512
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	Astrocyte	1.0	0.324817698354343
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	Endothelial	1.0	0.417355028258273
middle_temporal_gyrus	velmeshev_PFC	rachel_subclass	L2/3-6 IT	0.9946666666666666	0.0899683349218981
