ref	query	key	label	auc	optimal threshold
primary_auditory_cortex	nagy	rachel_subclass	Astrocyte	1.0	0.31
primary_auditory_cortex	nagy	rachel_subclass	L2/3-6 IT	0.8646666666666667	0.08
primary_auditory_cortex	nagy	rachel_subclass	L5 ET	0.7244444444444443	0.08
primary_auditory_cortex	nagy	rachel_subclass	L5/6 NP	0.5579710144927537	0.28
primary_auditory_cortex	nagy	rachel_subclass	L6 CT	0.33064516129032256	0.01
primary_auditory_cortex	nagy	rachel_subclass	Microglia	0.9293478260869565	0.07
primary_auditory_cortex	nagy	rachel_subclass	Oligodendrocyte	0.9412650602409639	0.17
primary_auditory_cortex	nagy	rachel_subclass	PVALB	0.9354838709677419	0.18
primary_auditory_cortex	nagy	rachel_subclass	SST	1.0	0.21
primary_auditory_cortex	nagy	rachel_subclass	VIP	0.9547101449275363	0.1
