ref	query	key	label	auc	optimal threshold
middle_temporal_gyrus	nagy	rachel_subclass	Oligodendrocyte	0.8308379266482935	0.046068932960127
middle_temporal_gyrus	nagy	rachel_subclass	PVALB	0.8526460802661675	0.738061260875697
middle_temporal_gyrus	nagy	rachel_subclass	L6 CT	0.7742195909580194	0.343063056346773
middle_temporal_gyrus	nagy	rachel_subclass	VIP	0.9707483138393239	0.0157109030305159
middle_temporal_gyrus	nagy	rachel_subclass	L5 ET	0.830095461396751	0.0018171563166777
middle_temporal_gyrus	nagy	rachel_subclass	Astrocyte	0.9416666666666667	0.0889930384157186
middle_temporal_gyrus	nagy	rachel_subclass	Microglia	0.8926249806531497	1.0
middle_temporal_gyrus	nagy	rachel_subclass	SST	0.8013813813813813	0.573900342955258
middle_temporal_gyrus	nagy	rachel_subclass	Endothelial	0.9	0.0263840847417634
middle_temporal_gyrus	nagy	rachel_subclass	OPC	0.990301724137931	1.0
middle_temporal_gyrus	nagy	rachel_subclass	L2/3-6 IT	0.9502477348005803	0.252427941935807
