ref	query	key	label	auc	optimal threshold
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	Astrocyte	1.0	0.38
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	Endothelial	0.9934895833333334	0.1
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	L2/3-6 IT	0.8854604955586723	0.13
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	L5/6 NP	0.6682027649769585	0.04
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	LAMP5	1.0	0.43
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	Microglia	1.0	0.24
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	OPC	0.9947368421052631	0.06
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	Oligodendrocyte	0.9999999999999999	0.29
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	PVALB	1.0	0.36
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	SST	0.9964539007092199	0.21
primary_somatosensory_cortex	velmeshev_PFC	rachel_subclass	VIP	1.0	0.5
