task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1230	f1/8e8b44	316318	classifyAllAdata (80)	CACHED	0	2025-01-31 22:09:38.085	1m 5s	1m	-	-	-	-	-
1297	28/07e0f9	316889	classifyAllSeurat (211)	CACHED	0	2025-02-01 00:29:08.309	1m 5s	1m	-	-	-	-	-
1307	76/98b58e	316978	classifyAllSeurat (300)	CACHED	0	2025-02-01 00:48:53.288	1m 5s	1m	-	-	-	-	-
1303	d1/c0f3e2	316722	classifyAllSeurat (44)	CACHED	0	2025-01-31 23:48:18.207	1m 5s	1m	-	-	-	-	-
1206	80/6dd691	316957	classifyAllSeurat (279)	CACHED	0	2025-02-01 00:45:03.311	1m 40s	1m 35s	-	-	-	-	-
1300	84/9ee694	316924	classifyAllSeurat (246)	CACHED	0	2025-02-01 00:37:08.279	1m 5s	1m	-	-	-	-	-
1313	ff/9ae9ce	316927	classifyAllSeurat (249)	CACHED	0	2025-02-01 00:38:13.281	1m 5s	1m	-	-	-	-	-
1308	1b/27a522	317063	classifyAllSeurat (385)	CACHED	0	2025-02-01 01:10:08.320	1m 5s	1m	-	-	-	-	-
1312	bf/0d617e	316557	classifyAllAdata (319)	CACHED	0	2025-01-31 23:08:28.152	1m 5s	1m	-	-	-	-	-
1310	ed/356226	316681	classifyAllSeurat (3)	CACHED	0	2025-01-31 23:38:08.222	1m 5s	1m	-	-	-	-	-
1309	70/560701	316793	classifyAllSeurat (115)	CACHED	0	2025-02-01 00:04:53.258	1m 5s	1m	-	-	-	-	-
1235	f1/e603f9	316390	classifyAllAdata (151)	CACHED	0	2025-01-31 22:28:03.147	1m 5s	1m	-	-	-	-	-
1314	b4/1f59ce	316434	classifyAllAdata (195)	CACHED	0	2025-01-31 22:38:33.113	1m 5s	1m	-	-	-	-	-
1238	ab/8e7197	316471	classifyAllAdata (231)	CACHED	0	2025-01-31 22:47:38.124	1m	55.5s	-	-	-	-	-
1316	38/e7af8f	316792	classifyAllSeurat (114)	CACHED	0	2025-02-01 00:04:48.254	1m 5s	60s	-	-	-	-	-
1315	74/2d08c4	316357	classifyAllAdata (119)	CACHED	0	2025-01-31 22:18:38.128	1m 5s	1m	-	-	-	-	-
1311	1b/564e3a	316758	classifyAllSeurat (80)	CACHED	0	2025-01-31 23:55:28.212	1m 5s	1m	-	-	-	-	-
1317	49/998243	316475	classifyAllAdata (237)	CACHED	0	2025-01-31 22:48:33.149	1m 5s	59.5s	-	-	-	-	-
1319	9c/b0df31	316730	classifyAllSeurat (52)	CACHED	0	2025-01-31 23:49:33.205	1m 5s	1m	-	-	-	-	-
1318	a5/a59899	316695	classifyAllSeurat (17)	CACHED	0	2025-01-31 23:41:23.230	1m 5s	1m	-	-	-	-	-
1322	78/66fb05	316662	classifyAllAdata (421)	CACHED	0	2025-01-31 23:33:03.185	1m 5s	1m	-	-	-	-	-
1321	a7/c4a0d5	316949	classifyAllSeurat (271)	CACHED	0	2025-02-01 00:42:48.281	1m 5s	1m	-	-	-	-	-
1327	f9/cccc53	316882	classifyAllSeurat (204)	CACHED	0	2025-02-01 00:27:33.296	1m 5s	1m	-	-	-	-	-
1326	1c/aee344	316571	classifyAllAdata (334)	CACHED	0	2025-01-31 23:11:13.156	1m 5s	60s	-	-	-	-	-
1328	e1/2fda5c	317012	classifyAllSeurat (334)	CACHED	0	2025-02-01 00:55:03.317	1m 5s	1m	-	-	-	-	-
1320	43/b2b9ce	316486	classifyAllAdata (249)	CACHED	0	2025-01-31 22:50:33.140	1m 5s	1m	-	-	-	-	-
1329	f2/2ac7cb	316343	classifyAllAdata (105)	CACHED	0	2025-01-31 22:15:53.079	1m 5s	1m	-	-	-	-	-
1335	ec/ca4855	317111	classifyAllSeurat (433)	CACHED	0	2025-02-01 01:21:48.335	1m 5s	1m	-	-	-	-	-
1331	b0/ba2253	316669	classifyAllAdata (431)	CACHED	0	2025-01-31 23:34:23.187	1m 5s	1m	-	-	-	-	-
1330	59/003443	316989	classifyAllSeurat (311)	CACHED	0	2025-02-01 00:50:13.385	1m 5s	1m	-	-	-	-	-
1324	99/e0b06a	316070	classifyAllAdata (8)	CACHED	0	2025-01-31 20:30:32.971	2m 5s	2m	-	-	-	-	-
1337	50/68b09e	316903	classifyAllSeurat (225)	CACHED	0	2025-02-01 00:33:03.303	1m	55.2s	-	-	-	-	-
1332	17/fc15ba	317007	classifyAllSeurat (329)	CACHED	0	2025-02-01 00:54:13.332	1m 5s	1m	-	-	-	-	-
1338	b3/0d91ec	317008	classifyAllSeurat (331)	CACHED	0	2025-02-01 00:54:13.389	1m 5s	1m	-	-	-	-	-
1336	26/f2aeba	316442	classifyAllAdata (204)	CACHED	0	2025-01-31 22:40:08.129	1m 5s	1m	-	-	-	-	-
1339	3d/6c7582	317052	classifyAllSeurat (374)	CACHED	0	2025-02-01 01:06:48.317	1m 5s	60s	-	-	-	-	-
1334	d7/eadc9b	316817	classifyAllSeurat (139)	CACHED	0	2025-02-01 00:10:58.245	1m 5s	1m	-	-	-	-	-
1323	dc/734f53	316820	classifyAllSeurat (143)	CACHED	0	2025-02-01 00:11:53.330	1m 5s	1m	-	-	-	-	-
1340	de/4dd36c	317096	classifyAllSeurat (418)	CACHED	0	2025-02-01 01:18:43.330	1m 5s	1m	-	-	-	-	-
1325	19/7527bf	317001	classifyAllSeurat (323)	CACHED	0	2025-02-01 00:52:58.296	60s	55s	-	-	-	-	-
1333	23/34d4c1	316292	classifyAllAdata (55)	CACHED	0	2025-01-31 22:04:28.109	2m 40s	2m 35s	-	-	-	-	-
1345	aa/54c085	316795	classifyAllSeurat (117)	CACHED	0	2025-02-01 00:05:18.224	1m 5s	1m	-	-	-	-	-
1342	ce/e9907c	316883	classifyAllSeurat (205)	CACHED	0	2025-02-01 00:28:03.279	1m 5s	1m	-	-	-	-	-
1341	d2/6e4111	316340	classifyAllAdata (101)	CACHED	0	2025-01-31 22:14:48.117	1m 5s	1m	-	-	-	-	-
1346	9c/36a573	316714	classifyAllSeurat (36)	CACHED	0	2025-01-31 23:46:38.223	1m 5s	1m	-	-	-	-	-
1344	31/649f49	317095	classifyAllSeurat (417)	CACHED	0	2025-02-01 01:18:38.388	1m 5s	1m	-	-	-	-	-
1343	a5/cb3536	316482	classifyAllAdata (245)	CACHED	0	2025-01-31 22:49:43.125	60s	55s	-	-	-	-	-
1347	19/b4ed5c	316279	classifyAllAdata (42)	CACHED	0	2025-01-31 22:02:23.063	14m 25s	14m 20s	-	-	-	-	-
1350	66/233c38	316909	classifyAllSeurat (231)	CACHED	0	2025-02-01 00:34:03.761	1m 5s	1m	-	-	-	-	-
1349	3d/494733	315975	classifyAllAdata (5)	CACHED	0	2025-01-31 19:46:12.929	50m 10s	50m 5s	-	-	-	-	-
1351	4b/6192f2	316608	classifyAllAdata (370)	CACHED	0	2025-01-31 23:20:18.167	1m 5s	1m	-	-	-	-	-
1348	e6/d7a5cd	316707	classifyAllSeurat (29)	CACHED	0	2025-01-31 23:44:08.222	1m 5s	1m	-	-	-	-	-
1353	6d/8f7b93	316264	classifyAllAdata (26)	CACHED	0	2025-01-31 22:00:38.062	1m 5s	1m	-	-	-	-	-
1352	4e/531975	316887	classifyAllSeurat (208)	CACHED	0	2025-02-01 00:28:38.528	1m 5s	1m	-	-	-	-	-
1361	77/6be772	317044	classifyAllSeurat (366)	CACHED	0	2025-02-01 01:04:38.313	1m 5s	1m	-	-	-	-	-
1354	47/908b4d	317002	classifyAllSeurat (324)	CACHED	0	2025-02-01 00:53:28.297	1m 5s	1m	-	-	-	-	-
1358	b6/747be7	316579	classifyAllAdata (340)	CACHED	0	2025-01-31 23:12:23.208	2m 40s	2m 35s	-	-	-	-	-
1355	5c/0e5de3	316614	classifyAllAdata (377)	CACHED	0	2025-01-31 23:21:28.168	1m 5s	1m	-	-	-	-	-
1359	53/e879ae	317003	classifyAllSeurat (325)	CACHED	0	2025-02-01 00:53:43.306	1m 5s	1m	-	-	-	-	-
1366	e2/6a2402	316489	classifyAllAdata (251)	CACHED	0	2025-01-31 22:50:48.130	2m 35s	2m 30s	-	-	-	-	-
1357	44/150712	316846	classifyAllSeurat (168)	CACHED	0	2025-02-01 00:19:33.249	1m 5s	1m	-	-	-	-	-
1356	4e/84c493	316736	classifyAllSeurat (58)	CACHED	0	2025-01-31 23:50:28.206	1m 5s	60s	-	-	-	-	-
1368	79/6cefa2	316925	classifyAllSeurat (247)	CACHED	0	2025-02-01 00:37:18.278	1m 5s	1m	-	-	-	-	-
1360	bb/32f285	316425	classifyAllAdata (187)	CACHED	0	2025-01-31 22:36:43.107	1m 5s	1m	-	-	-	-	-
1365	57/f4e19b	317006	classifyAllSeurat (328)	CACHED	0	2025-02-01 00:53:58.819	1m 4s	1m	-	-	-	-	-
1367	12/ba29c6	316650	classifyAllAdata (414)	CACHED	0	2025-01-31 23:30:33.804	1m 4s	1m	-	-	-	-	-
1362	fd/135979	316807	classifyAllSeurat (129)	CACHED	0	2025-02-01 00:07:43.235	1m 5s	1m	-	-	-	-	-
1364	af/ac7436	316621	classifyAllAdata (384)	CACHED	0	2025-01-31 23:22:48.170	2m 35s	2m 30s	-	-	-	-	-
1369	1d/f59183	316360	classifyAllAdata (121)	CACHED	0	2025-01-31 22:19:43.081	2m 35s	2m 30s	-	-	-	-	-
1372	ed/03c652	316289	classifyAllAdata (51)	CACHED	0	2025-01-31 22:04:08.082	1m 5s	1m	-	-	-	-	-
1375	e0/9ac4ed	316665	classifyAllAdata (428)	CACHED	0	2025-01-31 23:33:28.183	2m 35s	2m 30s	-	-	-	-	-
1373	17/935fb8	316381	classifyAllAdata (142)	CACHED	0	2025-01-31 22:26:33.094	1m 5s	60s	-	-	-	-	-
1370	ec/31f2e9	316822	classifyAllSeurat (144)	CACHED	0	2025-02-01 00:12:03.374	1m 5s	60s	-	-	-	-	-
1363	7b/ba65bf	316733	classifyAllSeurat (55)	CACHED	0	2025-01-31 23:50:23.207	1m 40s	1m 35s	-	-	-	-	-
1371	95/1b6928	316826	classifyAllSeurat (148)	CACHED	0	2025-02-01 00:13:38.231	1m 5s	1m	-	-	-	-	-
1376	95/ba006a	316447	classifyAllAdata (209)	CACHED	0	2025-01-31 22:41:08.131	2m 40s	2m 35s	-	-	-	-	-
1379	65/4db260	316334	classifyAllAdata (97)	CACHED	0	2025-01-31 22:13:33.093	1m 5s	60s	-	-	-	-	-
1377	34/6412e6	316879	classifyAllSeurat (201)	CACHED	0	2025-02-01 00:26:58.310	1m 5s	1m	-	-	-	-	-
1380	6b/64d57c	317076	classifyAllSeurat (398)	CACHED	0	2025-02-01 01:13:03.322	1m 5s	1m	-	-	-	-	-
1382	46/ed3082	316755	classifyAllSeurat (77)	CACHED	0	2025-01-31 23:54:48.211	1m 5s	1m	-	-	-	-	-
1374	df/f21e4a	317108	classifyAllSeurat (430)	CACHED	0	2025-02-01 01:20:53.331	1m 5s	1m	-	-	-	-	-
1381	11/935fa2	316601	classifyAllAdata (363)	CACHED	0	2025-01-31 23:18:38.167	1m 5s	1m	-	-	-	-	-
1383	ee/a1d74a	317039	classifyAllSeurat (361)	CACHED	0	2025-02-01 01:02:58.310	1m 5s	1m	-	-	-	-	-
1386	da/ea1e73	316535	classifyAllAdata (297)	CACHED	0	2025-01-31 23:01:58.144	2m 40s	2m 35s	-	-	-	-	-
1385	b7/a72675	316805	classifyAllSeurat (127)	CACHED	0	2025-02-01 00:07:28.250	1m 5s	1m	-	-	-	-	-
1384	76/95a922	316307	classifyAllAdata (69)	CACHED	0	2025-01-31 22:07:38.134	1m 5s	1m	-	-	-	-	-
1378	01/142170	316512	classifyAllAdata (274)	CACHED	0	2025-01-31 22:57:38.187	1m 5s	1m	-	-	-	-	-
1391	b8/915486	316646	classifyAllAdata (406)	CACHED	0	2025-01-31 23:29:59.796	1m 3s	1m	-	-	-	-	-
1387	eb/a9cf7e	317036	classifyAllSeurat (358)	CACHED	0	2025-02-01 01:01:53.307	1m 5s	1m	-	-	-	-	-
1388	fa/b3bea6	316333	classifyAllAdata (95)	CACHED	0	2025-01-31 22:13:23.078	14m 40s	14m 35s	-	-	-	-	-
1389	99/167a71	316955	classifyAllSeurat (278)	CACHED	0	2025-02-01 00:44:18.284	1m 5s	1m	-	-	-	-	-
1392	d4/20869b	316399	classifyAllAdata (164)	CACHED	0	2025-01-31 22:29:28.095	2m 35s	2m 30s	-	-	-	-	-
1390	b6/d506f9	317078	classifyAllSeurat (400)	CACHED	0	2025-02-01 01:13:23.325	60s	55s	-	-	-	-	-
1393	15/a81e20	316682	classifyAllSeurat (5)	CACHED	0	2025-01-31 23:38:23.332	1m 5s	1m	-	-	-	-	-
1396	c9/93d6b8	316248	classifyAllAdata (10)	CACHED	0	2025-01-31 21:57:33.066	1m 35s	1m 30s	-	-	-	-	-
1394	9e/d8e93b	316530	classifyAllAdata (291)	CACHED	0	2025-01-31 23:00:58.140	1m 5s	1m	-	-	-	-	-
1395	42/1d89e0	316881	classifyAllSeurat (203)	CACHED	0	2025-02-01 00:27:33.278	1m 5s	1m	-	-	-	-	-
1397	a5/2e798d	317114	classifyAllSeurat (436)	CACHED	0	2025-02-01 01:22:23.404	1m 5s	1m	-	-	-	-	-
1399	cb/e3eef6	316296	classifyAllAdata (59)	CACHED	0	2025-01-31 22:05:13.093	2m 35s	2m 30s	-	-	-	-	-
1398	67/9503eb	316760	classifyAllSeurat (82)	CACHED	0	2025-01-31 23:56:18.212	1m 5s	1m	-	-	-	-	-
1415	ea/c3b915	316932	classifyAllSeurat (254)	CACHED	0	2025-02-01 00:39:18.280	4m 40s	4m 35s	-	-	-	-	-
1402	5f/d2537f	316393	classifyAllAdata (155)	CACHED	0	2025-01-31 22:28:28.095	14m 45s	14m 40s	-	-	-	-	-
1412	38/e74460	316986	classifyAllSeurat (308)	CACHED	0	2025-02-01 00:49:58.327	4m 15s	4m 10s	-	-	-	-	-
1401	7b/fae805	316830	classifyAllSeurat (152)	CACHED	0	2025-02-01 00:14:43.236	1m 5s	1m	-	-	-	-	-
1414	81/ab47fb	316344	classifyAllAdata (106)	CACHED	0	2025-01-31 22:15:53.101	1m 5s	1m	-	-	-	-	-
1427	50/e76822	316856	classifyAllSeurat (178)	CACHED	0	2025-02-01 00:21:43.261	2m 35s	2m 30s	-	-	-	-	-
1426	ec/a8f8ac	316546	classifyAllAdata (308)	CACHED	0	2025-01-31 23:05:18.152	1m 5s	1m	-	-	-	-	-
1408	2e/8dd7a9	316886	classifyAllSeurat (209)	CACHED	0	2025-02-01 00:28:38.268	4m 25s	4m 20s	-	-	-	-	-
1409	fe/872fff	316478	classifyAllAdata (241)	CACHED	0	2025-01-31 22:48:48.135	14m 50s	14m 45s	-	-	-	-	-
1411	3a/fe67c1	316525	classifyAllAdata (287)	CACHED	0	2025-01-31 23:00:18.140	13m 45s	13m 40s	-	-	-	-	-
1406	7c/a6a42a	317004	classifyAllSeurat (326)	CACHED	0	2025-02-01 00:53:43.365	3m 45s	3m 40s	-	-	-	-	-
1417	98/a93de2	317075	classifyAllSeurat (397)	CACHED	0	2025-02-01 01:12:38.322	3m 55s	3m 50s	-	-	-	-	-
1400	7c/4f49a4	316394	classifyAllAdata (157)	CACHED	0	2025-01-31 22:28:43.095	1m 5s	1m	-	-	-	-	-
1404	76/315192	316709	classifyAllSeurat (31)	CACHED	0	2025-01-31 23:44:43.197	4m 35s	4m 30s	-	-	-	-	-
1403	94/330c4c	316797	classifyAllSeurat (119)	CACHED	0	2025-02-01 00:05:33.223	1m 5s	1m	-	-	-	-	-
1410	e5/e0c81b	316823	classifyAllSeurat (145)	CACHED	0	2025-02-01 00:12:08.268	4m 35s	4m 30s	-	-	-	-	-
1425	2e/01570c	316732	classifyAllSeurat (53)	CACHED	0	2025-01-31 23:50:03.206	2m 35s	2m 30s	-	-	-	-	-
1407	a9/bae744	316568	classifyAllAdata (331)	CACHED	0	2025-01-31 23:10:38.153	14m 35s	14m 30s	-	-	-	-	-
1418	d7/68aea0	316327	classifyAllAdata (89)	CACHED	0	2025-01-31 22:11:23.092	1m 5s	1m	-	-	-	-	-
1413	0a/2b120c	316655	classifyAllAdata (417)	CACHED	0	2025-01-31 23:31:38.183	15m	14m 55s	-	-	-	-	-
1429	6c/18b33c	317089	classifyAllSeurat (411)	CACHED	0	2025-02-01 01:16:38.394	2m 35s	2m 30s	-	-	-	-	-
1416	11/4fc384	316615	classifyAllAdata (376)	CACHED	0	2025-01-31 23:21:43.169	14m 40s	14m 35s	-	-	-	-	-
1420	a5/056dbd	316933	classifyAllSeurat (255)	CACHED	0	2025-02-01 00:39:18.297	1m 5s	1m	-	-	-	-	-
1428	18/453ea6	316678	classifyAllAdata (440)	CACHED	0	2025-01-31 23:37:28.190	1m 5s	1m	-	-	-	-	-
1421	79/a5562e	316591	classifyAllAdata (353)	CACHED	0	2025-01-31 23:16:28.163	1m 5s	1m	-	-	-	-	-
1422	64/96040f	316812	classifyAllSeurat (134)	CACHED	0	2025-02-01 00:09:08.259	2m 10s	2m 5s	-	-	-	-	-
1405	31/e3114b	316437	classifyAllAdata (199)	CACHED	0	2025-01-31 22:39:13.177	14m 20s	14m 15s	-	-	-	-	-
1419	88/c52444	316370	classifyAllAdata (134)	CACHED	0	2025-01-31 22:22:58.107	1m	55s	-	-	-	-	-
1430	8a/8b6bb0	316458	classifyAllAdata (221)	CACHED	0	2025-01-31 22:44:18.137	1m 5s	1m	-	-	-	-	-
1434	b2/5daa73	316253	classifyAllAdata (15)	CACHED	0	2025-01-31 21:58:53.075	1m 35s	1m 30s	-	-	-	-	-
1424	d1/1e9f57	316502	classifyAllAdata (264)	CACHED	0	2025-01-31 22:55:03.135	1m 5s	1m	-	-	-	-	-
1431	a8/814d85	317056	classifyAllSeurat (378)	CACHED	0	2025-02-01 01:07:53.315	2m 35s	2m 30s	-	-	-	-	-
1433	88/ff1eb3	316412	classifyAllAdata (174)	CACHED	0	2025-01-31 22:33:08.120	1m 5s	1m	-	-	-	-	-
1435	48/eda538	316702	classifyAllSeurat (24)	CACHED	0	2025-01-31 23:43:03.198	1m 5s	60s	-	-	-	-	-
1423	e2/99e6df	316305	classifyAllAdata (67)	CACHED	0	2025-01-31 22:07:08.101	1m 40s	1m 35s	-	-	-	-	-
1437	e0/7f5e67	316633	classifyAllAdata (395)	CACHED	0	2025-01-31 23:26:28.178	1m 5s	60s	-	-	-	-	-
1439	37/4ec6c7	316312	classifyAllAdata (74)	CACHED	0	2025-01-31 22:08:43.072	1m 35s	1m 30s	-	-	-	-	-
1432	78/5e9fa1	317072	classifyAllSeurat (394)	CACHED	0	2025-02-01 01:11:58.322	1m 5s	1m	-	-	-	-	-
1440	78/8262d4	316306	classifyAllAdata (68)	CACHED	0	2025-01-31 22:07:38.097	1m 40s	1m 35s	-	-	-	-	-
1441	0b/4158d6	316459	classifyAllAdata (222)	CACHED	0	2025-01-31 22:44:18.153	1m 5s	1m	-	-	-	-	-
1445	a5/a79855	316448	classifyAllAdata (212)	CACHED	0	2025-01-31 22:41:13.115	1m	55s	-	-	-	-	-
1442	9c/9e09ed	316595	classifyAllAdata (358)	CACHED	0	2025-01-31 23:16:53.162	1m 35s	1m 30s	-	-	-	-	-
1447	12/5a8dfd	316466	classifyAllAdata (228)	CACHED	0	2025-01-31 22:45:58.140	1m 40s	1m 35s	-	-	-	-	-
1443	a4/6ae751	316548	classifyAllAdata (311)	CACHED	0	2025-01-31 23:05:48.150	1m 5s	1m	-	-	-	-	-
1444	51/a244d8	316342	classifyAllAdata (104)	CACHED	0	2025-01-31 22:15:23.077	1m 5s	1m	-	-	-	-	-
1446	d3/7bc631	316508	classifyAllAdata (270)	CACHED	0	2025-01-31 22:56:33.136	1m 35s	1m 30s	-	-	-	-	-
1436	1a/322f06	316717	classifyAllSeurat (39)	CACHED	0	2025-01-31 23:47:08.201	1m 5s	1m	-	-	-	-	-
1448	79/0177b9	316635	classifyAllAdata (396)	CACHED	0	2025-01-31 23:26:48.181	1m	55.1s	-	-	-	-	-
1449	04/45db37	316501	classifyAllAdata (262)	CACHED	0	2025-01-31 22:54:38.136	1m 5s	1m	-	-	-	-	-
1438	fb/211172	316769	classifyAllSeurat (91)	CACHED	0	2025-01-31 23:59:53.259	1m 5s	1m	-	-	-	-	-
1454	d0/4b882e	317033	classifyAllSeurat (355)	CACHED	0	2025-02-01 01:00:48.306	1m 5s	1m	-	-	-	-	-
1450	09/858879	316940	classifyAllSeurat (262)	CACHED	0	2025-02-01 00:40:23.298	2m 5s	2m	-	-	-	-	-
1453	5b/8b303e	316808	classifyAllSeurat (130)	CACHED	0	2025-02-01 00:07:53.291	1m 5s	1m	-	-	-	-	-
1451	e1/72c8f7	316692	classifyAllSeurat (14)	CACHED	0	2025-01-31 23:40:33.196	2m 35s	2m 30s	-	-	-	-	-
1452	6a/c976ea	316593	classifyAllAdata (354)	CACHED	0	2025-01-31 23:16:48.160	1m 5s	1m	-	-	-	-	-
1455	cb/0b4c46	316454	classifyAllAdata (218)	CACHED	0	2025-01-31 22:43:13.134	1m 5s	60s	-	-	-	-	-
1456	32/a92832	316958	classifyAllSeurat (280)	CACHED	0	2025-02-01 00:45:03.330	1m 5s	1m	-	-	-	-	-
1457	48/9cb514	316249	classifyAllAdata (11)	CACHED	0	2025-01-31 21:57:43.056	2m 35s	2m 30s	-	-	-	-	-
1461	d4/cfa7cf	317110	classifyAllSeurat (432)	CACHED	0	2025-02-01 01:21:23.400	1m 5s	1m	-	-	-	-	-
1458	2c/4d866a	316550	classifyAllAdata (314)	CACHED	0	2025-01-31 23:06:23.200	1m 40s	1m 35s	-	-	-	-	-
1459	4d/888d58	316895	classifyAllSeurat (218)	CACHED	0	2025-02-01 00:31:18.292	1m 5s	1m	-	-	-	-	-
1460	5f/63dd8d	316506	classifyAllAdata (268)	CACHED	0	2025-01-31 22:56:08.135	1m 35s	1m 30s	-	-	-	-	-
1463	d0/587848	316694	classifyAllSeurat (16)	CACHED	0	2025-01-31 23:41:23.213	1m 5s	1m	-	-	-	-	-
1465	af/85640d	317069	classifyAllSeurat (392)	CACHED	0	2025-02-01 01:11:13.323	1m 5s	1m	-	-	-	-	-
1462	d4/82b96d	316300	classifyAllAdata (62)	CACHED	0	2025-01-31 22:05:53.095	1m 5s	1m	-	-	-	-	-
1468	ce/f8bc5a	316959	classifyAllSeurat (281)	CACHED	0	2025-02-01 00:45:08.282	1m	55s	-	-	-	-	-
1469	9c/7a2f15	316778	classifyAllSeurat (100)	CACHED	0	2025-02-01 00:01:48.233	1m 5s	1m	-	-	-	-	-
1464	6f/d5b21f	316330	classifyAllAdata (92)	CACHED	0	2025-01-31 22:12:28.104	1m 5s	1m	-	-	-	-	-
1470	ae/d19bc4	316935	classifyAllSeurat (257)	CACHED	0	2025-02-01 00:39:28.281	1m 5s	1m	-	-	-	-	-
1467	d0/d9ac9c	316429	classifyAllAdata (191)	CACHED	0	2025-01-31 22:37:33.140	1m 35s	1m 30s	-	-	-	-	-
1471	1d/cf7dc7	316555	classifyAllAdata (316)	CACHED	0	2025-01-31 23:07:48.169	1m 40s	1m 35s	-	-	-	-	-
1473	90/178e1f	317010	classifyAllSeurat (332)	CACHED	0	2025-02-01 00:54:48.301	2m 40s	2m 35s	-	-	-	-	-
1476	16/640881	316731	classifyAllSeurat (54)	CACHED	0	2025-01-31 23:49:53.208	1m 5s	1m	-	-	-	-	-
1475	0a/9691b3	316898	classifyAllSeurat (220)	CACHED	0	2025-02-01 00:32:23.305	1m 5s	1m	-	-	-	-	-
1474	8a/f79f6b	316583	classifyAllAdata (345)	CACHED	0	2025-01-31 23:14:03.173	1m 35s	1m 30s	-	-	-	-	-
1466	e8/64a440	316976	classifyAllSeurat (298)	CACHED	0	2025-02-01 00:48:18.307	1m 5s	1m	-	-	-	-	-
1477	16/99a117	317024	classifyAllSeurat (346)	CACHED	0	2025-02-01 00:58:03.302	1m 5s	1m	-	-	-	-	-
1482	2f/dcbb02	317100	classifyAllSeurat (422)	CACHED	0	2025-02-01 01:19:43.333	1m	55.2s	-	-	-	-	-
1478	6b/7e19aa	316518	classifyAllAdata (280)	CACHED	0	2025-01-31 22:58:48.154	1m 35s	1m 30s	-	-	-	-	-
1488	f6/331f23	316273	classifyAllAdata (35)	CACHED	0	2025-01-31 22:01:58.064	1m 5s	1m	-	-	-	-	-
1480	2f/8c2edf	317038	classifyAllSeurat (360)	CACHED	0	2025-02-01 01:02:53.313	2m 35s	2m 30s	-	-	-	-	-
1481	53/660f41	316490	classifyAllAdata (253)	CACHED	0	2025-01-31 22:51:13.132	1m 5s	1m	-	-	-	-	-
1502	f2/ed2169	316376	classifyAllAdata (139)	CACHED	0	2025-01-31 22:24:58.109	1m 35s	1m 30s	-	-	-	-	-
1483	cd/d5ed37	316538	classifyAllAdata (300)	CACHED	0	2025-01-31 23:02:33.188	1m 5s	1m	-	-	-	-	-
1472	bb/cd886c	316836	classifyAllSeurat (158)	CACHED	0	2025-02-01 00:16:43.236	1m 5s	1m	-	-	-	-	-
1489	22/f277ee	316840	classifyAllSeurat (161)	CACHED	0	2025-02-01 00:17:48.250	1m 5s	1m	-	-	-	-	-
1487	20/40d91c	316747	classifyAllSeurat (70)	CACHED	0	2025-01-31 23:52:38.267	2m 35s	2m 30s	-	-	-	-	-
1485	2b/cc758f	316874	classifyAllSeurat (196)	CACHED	0	2025-02-01 00:25:53.264	1m 5s	1m	-	-	-	-	-
1495	04/cd41d2	316916	classifyAllSeurat (238)	CACHED	0	2025-02-01 00:35:38.325	2m 35s	2m 30s	-	-	-	-	-
1494	33/2423b2	316395	classifyAllAdata (158)	CACHED	0	2025-01-31 22:28:48.094	1m 5s	1m	-	-	-	-	-
1496	3a/adaaf4	316582	classifyAllAdata (343)	CACHED	0	2025-01-31 23:13:23.156	1m 5s	1m	-	-	-	-	-
1484	20/802985	316858	classifyAllSeurat (180)	CACHED	0	2025-02-01 00:22:38.269	1m 5s	1m	-	-	-	-	-
1499	2d/124b83	316725	classifyAllSeurat (47)	CACHED	0	2025-01-31 23:48:48.224	1m 5s	1m	-	-	-	-	-
1500	24/40080a	316624	classifyAllAdata (386)	CACHED	0	2025-01-31 23:23:33.173	1m 5s	1m	-	-	-	-	-
1493	ac/cf8b76	317094	classifyAllSeurat (416)	CACHED	0	2025-02-01 01:18:38.372	1m 5s	1m	-	-	-	-	-
1492	24/8abb7f	316474	classifyAllAdata (236)	CACHED	0	2025-01-31 22:48:08.128	1m 35s	1m 30s	-	-	-	-	-
1501	12/608b8a	317059	classifyAllSeurat (381)	CACHED	0	2025-02-01 01:09:03.319	1m 5s	1m	-	-	-	-	-
1498	78/29cf4f	316606	classifyAllAdata (368)	CACHED	0	2025-01-31 23:20:03.166	1m 40s	1m 35s	-	-	-	-	-
1490	67/bdeabb	316405	classifyAllAdata (167)	CACHED	0	2025-01-31 22:30:58.097	60s	55s	-	-	-	-	-
1497	c5/a9c440	316870	classifyAllSeurat (192)	CACHED	0	2025-02-01 00:24:58.260	2m 35s	2m 30s	-	-	-	-	-
1505	c7/fa8b74	316637	classifyAllAdata (399)	CACHED	0	2025-01-31 23:27:33.189	1m 40s	1m 35s	-	-	-	-	-
1507	81/77af42	316367	classifyAllAdata (129)	CACHED	0	2025-01-31 22:21:53.090	1m 5s	1m	-	-	-	-	-
1509	46/91a45c	316912	classifyAllSeurat (234)	CACHED	0	2025-02-01 00:34:33.298	1m 5s	1m	-	-	-	-	-
1506	d9/d9e23f	316411	classifyAllAdata (173)	CACHED	0	2025-01-31 22:32:13.138	1m 5s	1m	-	-	-	-	-
1503	6b/4ebbf7	316720	classifyAllSeurat (43)	CACHED	0	2025-01-31 23:48:13.204	1m 5s	1m	-	-	-	-	-
