task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1189	a8/06eaf1	315763	rfPredict (433)	CACHED	0	2025-01-31 18:20:47.825	1m 5s	60s	-	-	-	-	-
1196	2c/8058c4	315809	predictSeurat (33)	CACHED	0	2025-01-31 18:25:27.784	3m 30s	3m 25s	-	-	-	-	-
1234	92/19a29e	315812	predictSeurat (13)	CACHED	0	2025-01-31 18:26:27.802	3m 35s	3m 30s	-	-	-	-	-
1198	ac/ae7951	316022	predictSeurat (209)	CACHED	0	2025-01-31 20:07:27.938	3m 35s	3m 30s	-	-	-	-	-
1231	48/5fcc30	316030	predictSeurat (233)	CACHED	0	2025-01-31 20:10:27.947	3m 40s	3m 35s	-	-	-	-	-
1251	c8/8335d3	315974	predictSeurat (145)	CACHED	0	2025-01-31 19:46:12.912	2m 35s	2m 30s	-	-	-	-	-
979	5e/32b85d	316613	classifyAllAdata (375)	CACHED	0	2025-01-31 23:21:23.170	1m 5s	60s	-	-	-	-	-
984	b2/bf1b9c	317055	classifyAllSeurat (377)	CACHED	0	2025-02-01 01:07:38.316	1m 40s	1m 35s	-	-	-	-	-
947	2d/50250c	316876	classifyAllSeurat (197)	CACHED	0	2025-02-01 00:25:53.387	1m 5s	1m	-	-	-	-	-
902	3b/2b18b7	316632	classifyAllAdata (394)	CACHED	0	2025-01-31 23:26:18.179	1m 5s	1m	-	-	-	-	-
975	0e/03b589	316510	classifyAllAdata (272)	CACHED	0	2025-01-31 22:57:13.138	1m 35s	1m 30s	-	-	-	-	-
1213	df/904e11	316236	predictSeurat (429)	CACHED	0	2025-01-31 21:52:48.054	3m 40s	3m 35s	-	-	-	-	-
999	28/97098e	316873	classifyAllSeurat (195)	CACHED	0	2025-02-01 00:25:43.261	14m 40s	14m 35s	-	-	-	-	-
1248	06/1be09a	316100	predictSeurat (277)	CACHED	0	2025-01-31 20:44:22.987	4m 40s	4m 35s	-	-	-	-	-
980	ce/1a2f8d	316776	classifyAllSeurat (98)	CACHED	0	2025-02-01 00:01:33.220	1m 5s	1m	-	-	-	-	-
949	13/9f150d	316920	classifyAllSeurat (242)	CACHED	0	2025-02-01 00:36:13.276	1m 5s	1m	-	-	-	-	-
1178	c5/741c6b	315620	rfPredict (345)	CACHED	0	2025-01-31 18:11:02.859	1m 5s	60s	-	-	-	-	-
1187	0f/8d0a6c	315663	rfPredict (389)	CACHED	0	2025-01-31 18:15:22.903	1m 5s	60s	-	-	-	-	-
969	9e/b71ce7	316956	classifyAllSeurat (276)	CACHED	0	2025-02-01 00:44:58.284	1m 35s	1m 30s	-	-	-	-	-
940	34/760dd7	316954	classifyAllSeurat (277)	CACHED	0	2025-02-01 00:44:08.299	1m 5s	1m	-	-	-	-	-
1256	4c/caba34	315895	predictSeurat (101)	CACHED	0	2025-01-31 19:06:17.846	4m 5s	4m	-	-	-	-	-
987	ba/551d79	316545	classifyAllAdata (307)	CACHED	0	2025-01-31 23:04:43.148	1m 5s	1m	-	-	-	-	-
978	84/d22472	317106	classifyAllSeurat (428)	CACHED	0	2025-02-01 01:20:43.529	1m 40s	1m 35s	-	-	-	-	-
1217	f9/653f5c	315485	rfPredict (267)	CACHED	0	2025-01-31 18:02:22.865	1m 5s	60s	-	-	-	-	-
977	16/4d25e6	316554	classifyAllAdata (317)	CACHED	0	2025-01-31 23:07:33.149	1m 35s	1m 30s	-	-	-	-	-
1220	93/690c15	315557	rfPredict (311)	CACHED	0	2025-01-31 18:07:47.776	1m 5s	60s	-	-	-	-	-
1010	ae/4c40c1	316750	classifyAllSeurat (72)	CACHED	0	2025-01-31 23:53:18.225	1m 5s	1m	-	-	-	-	-
1247	d9/0a66ce	316111	predictSeurat (321)	CACHED	0	2025-01-31 20:50:43.000	3m 35s	3m 30s	-	-	-	-	-
1211	c3/0d28f3	315441	rfPredict (223)	CACHED	0	2025-01-31 17:58:02.798	1m 5s	60s	-	-	-	-	-
1013	97/e80e34	316560	classifyAllAdata (320)	CACHED	0	2025-01-31 23:09:08.182	1m 5s	1m	-	-	-	-	-
1207	bc/c7d1a8	315397	rfPredict (179)	CACHED	0	2025-01-31 17:52:37.875	1m 5s	1m	-	-	-	-	-
1015	3c/efdd08	316526	classifyAllAdata (288)	CACHED	0	2025-01-31 23:00:23.139	1m 5s	1m	-	-	-	-	-
1209	45/41ffab	315958	predictSeurat (165)	CACHED	0	2025-01-31 19:37:07.913	5m 5s	5m	-	-	-	-	-
927	d5/6ed0e9	316835	classifyAllSeurat (157)	CACHED	0	2025-02-01 00:16:23.238	1m 5s	1m	-	-	-	-	-
1240	69/6c5c7c	316186	predictSeurat (365)	CACHED	0	2025-01-31 21:27:38.071	4m 40s	4m 35s	-	-	-	-	-
1245	51/2855f1	315993	predictSeurat (189)	CACHED	0	2025-01-31 19:54:17.920	4m 5s	4m	-	-	-	-	-
1203	2d/6d2a9a	315351	rfPredict (135)	CACHED	0	2025-01-31 17:48:17.942	1m 5s	1m	-	-	-	-	-
1193	28/8cfaa8	315294	rfPredict (47)	CACHED	0	2025-01-31 17:42:42.729	60s	55s	-	-	-	-	-
994	33/58f4a7	317043	classifyAllSeurat (365)	CACHED	0	2025-02-01 01:04:28.313	14m 10s	14m 5s	-	-	-	-	-
1254	3f/701f34	315342	rfPredict (112)	CACHED	0	2025-01-31 17:47:12.985	1m 5s	1m	-	-	-	-	-
1225	2d/33fa68	315672	rfPredict (399)	CACHED	0	2025-01-31 18:16:27.898	1m 5s	60s	-	-	-	-	-
1020	b5/ac54fd	316379	classifyAllAdata (140)	CACHED	0	2025-01-31 22:25:48.094	1m 35s	1m 30s	-	-	-	-	-
1268	ec/39267f	316095	predictSeurat (328)	CACHED	0	2025-01-31 20:42:42.990	7m 40s	7m 35s	-	-	-	-	-
1243	33/2afb13	315544	rfPredict (297)	CACHED	0	2025-01-31 18:05:37.890	1m 5s	60s	-	-	-	-	-
1258	1f/aeaa3d	315419	rfPredict (200)	CACHED	0	2025-01-31 17:55:52.758	1m 5s	1m	-	-	-	-	-
1281	f5/23979a	316223	predictSeurat (412)	CACHED	0	2025-01-31 21:45:08.048	3m 35s	3m 30s	-	-	-	-	-
924	3f/3f600a	317115	classifyAllSeurat (437)	CACHED	0	2025-02-01 01:22:28.332	60s	55s	-	-	-	-	-
1260	aa/b729c8	315464	rfPredict (244)	CACHED	0	2025-01-31 18:00:12.850	1m 5s	60s	-	-	-	-	-
1259	04/6ce032	316032	predictSeurat (240)	CACHED	0	2025-01-31 20:11:02.955	5m 35s	5m 30s	-	-	-	-	-
1273	74/726585	315902	predictSeurat (108)	CACHED	0	2025-01-31 19:09:47.875	5m 10s	5m 5s	-	-	-	-	-
1239	a1/b32fbf	315384	rfPredict (165)	CACHED	0	2025-01-31 17:51:32.834	1m 5s	1m	-	-	-	-	-
1265	dd/a59b75	315652	rfPredict (376)	CACHED	0	2025-01-31 18:14:17.888	1m 5s	60s	-	-	-	-	-
893	8b/04a0d1	316824	classifyAllSeurat (146)	CACHED	0	2025-02-01 00:12:58.246	1m 5s	1m	-	-	-	-	-
931	a3/173ebd	316787	classifyAllSeurat (109)	CACHED	0	2025-02-01 00:03:48.249	1m 5s	1m	-	-	-	-	-
1269	45/db42cd	316097	predictSeurat (284)	CACHED	0	2025-01-31 20:43:22.986	7m 20s	7m 15s	-	-	-	-	-
898	0a/5e873e	316642	classifyAllAdata (404)	CACHED	0	2025-01-31 23:28:58.184	1m 35s	1m 30s	-	-	-	-	-
985	75/92fc77	316572	classifyAllAdata (332)	CACHED	0	2025-01-31 23:11:18.154	1m 5s	1m	-	-	-	-	-
1079	e0/7bbc96	316918	classifyAllSeurat (240)	CACHED	0	2025-02-01 00:35:48.277	1m 5s	1m	-	-	-	-	-
990	09/da8eaf	316256	classifyAllAdata (17)	CACHED	0	2025-01-31 21:59:18.058	1m 35s	1m 30s	-	-	-	-	-
1003	5e/c3ddf4	316831	classifyAllSeurat (153)	CACHED	0	2025-02-01 00:15:08.234	14m 35s	14m 30s	-	-	-	-	-
1262	96/24f013	315507	rfPredict (288)	CACHED	0	2025-01-31 18:04:32.904	1m 5s	60s	-	-	-	-	-
1233	2a/3e45ac	315258	rfPredict (77)	CACHED	0	2025-01-31 17:38:52.697	1m 5s	1m	-	-	-	-	-
1253	1a/e0b771	316231	predictSeurat (409)	CACHED	0	2025-01-31 21:49:08.052	4m 40s	4m 35s	-	-	-	-	-
1031	b1/36b92b	317105	classifyAllSeurat (427)	CACHED	0	2025-02-01 01:20:43.513	1m 5s	1m	-	-	-	-	-
910	8c/01d329	316790	classifyAllSeurat (112)	CACHED	0	2025-02-01 00:04:28.221	1m 5s	1m	-	-	-	-	-
988	d1/ba21c1	316867	classifyAllSeurat (189)	CACHED	0	2025-02-01 00:24:18.435	1m 35s	1m 30s	-	-	-	-	-
935	df/cf79e6	316737	classifyAllSeurat (59)	CACHED	0	2025-01-31 23:50:33.207	1m 5s	1m	-	-	-	-	-
1236	4d/0dd691	315333	rfPredict (121)	CACHED	0	2025-01-31 17:46:57.746	15s	10s	-	-	-	-	-
996	48/d4f67f	316746	classifyAllSeurat (68)	CACHED	0	2025-01-31 23:52:38.230	14m 40s	14m 35s	-	-	-	-	-
1201	81/2d4ae9	315325	rfPredict (91)	CACHED	0	2025-01-31 17:45:52.898	1m 5s	1m	-	-	-	-	-
1249	1e/c9ccfe	315760	rfPredict (429)	CACHED	0	2025-01-31 18:20:47.779	1m 5s	1m	-	-	-	-	-
1264	63/f45e77	315579	rfPredict (332)	CACHED	0	2025-01-31 18:09:57.810	1m 5s	60s	-	-	-	-	-
1255	51/0aa5b0	315863	predictSeurat (57)	CACHED	0	2025-01-31 18:50:02.818	4m 35s	4m 30s	-	-	-	-	-
1275	c9/fce63d	315850	predictSeurat (16)	CACHED	0	2025-01-31 18:44:57.818	4m 40s	4m 35s	-	-	-	-	-
1241	bf/cded7b	315429	rfPredict (209)	CACHED	0	2025-01-31 17:56:57.760	1m 5s	1m	-	-	-	-	-
1270	a2/20f852	315967	predictSeurat (152)	CACHED	0	2025-01-31 19:41:57.894	5m 15s	5m 10s	-	-	-	-	-
1191	14/d2dd76	315243	rfPredict (3)	CACHED	0	2025-01-31 17:37:17.727	1m 5s	1m	-	-	-	-	-
1223	95/af92e0	315631	rfPredict (355)	CACHED	0	2025-01-31 18:12:07.878	1m 5s	1m	-	-	-	-	-
1244	0d/745407	315615	rfPredict (341)	CACHED	0	2025-01-31 18:11:02.782	1m 5s	60s	-	-	-	-	-
1036	d9/53e428	317030	classifyAllSeurat (352)	CACHED	0	2025-02-01 00:59:58.305	14m 30s	14m 25s	-	-	-	-	-
1272	6a/96e434	315831	predictSeurat (64)	CACHED	0	2025-01-31 18:34:42.794	5m 35s	5m 30s	-	-	-	-	-
1271	81/9ffc56	316225	predictSeurat (416)	CACHED	0	2025-01-31 21:47:03.061	5m 45s	5m 40s	-	-	-	-	-
1001	0c/462b6d	316703	classifyAllSeurat (25)	CACHED	0	2025-01-31 23:43:08.199	1m 35s	1m 30s	-	-	-	-	-
1276	fc/c19c8f	316121	predictSeurat (368)	CACHED	0	2025-01-31 20:55:27.999	3m 35s	3m 30s	-	-	-	-	-
929	0f/dbba46	317060	classifyAllSeurat (382)	CACHED	0	2025-02-01 01:09:03.334	1m 5s	1m	-	-	-	-	-
1022	1b/8e0417	316467	classifyAllAdata (229)	CACHED	0	2025-01-31 22:46:28.125	1m 35s	1m 30s	-	-	-	-	-
1242	94/0a5574	315472	rfPredict (253)	CACHED	0	2025-01-31 18:01:17.825	1m 5s	60s	-	-	-	-	-
1229	8c/ace40f	315246	rfPredict (33)	CACHED	0	2025-01-31 17:37:18.064	1m 5s	1m	-	-	-	-	-
1012	7a/4119f6	316444	classifyAllAdata (205)	CACHED	0	2025-01-31 22:40:28.121	4m 35s	4m 30s	-	-	-	-	-
1277	2d/625a45	315998	predictSeurat (192)	CACHED	0	2025-01-31 19:54:52.913	3m 35s	3m 30s	-	-	-	-	-
1071	90/4678ad	316473	classifyAllAdata (235)	CACHED	0	2025-01-31 22:48:03.125	1m 5s	60s	-	-	-	-	-
1266	bc/b55996	315991	predictSeurat (196)	CACHED	0	2025-01-31 19:52:17.936	5m 40s	5m 35s	-	-	-	-	-
1283	8f/3f0926	315901	predictSeurat (104)	CACHED	0	2025-01-31 19:09:47.857	4m 5s	4m	-	-	-	-	-
1252	f6/c84350	315260	rfPredict (68)	CACHED	0	2025-01-31 17:38:52.799	1m 5s	1m	-	-	-	-	-
1274	52/654ec4	316035	predictSeurat (236)	CACHED	0	2025-01-31 20:12:27.938	3m 35s	3m 30s	-	-	-	-	-
1257	74/da768b	315374	rfPredict (156)	CACHED	0	2025-01-31 17:50:27.831	1m 5s	1m	-	-	-	-	-
952	cd/0823ff	316742	classifyAllSeurat (64)	CACHED	0	2025-01-31 23:51:38.207	1m	55s	-	-	-	-	-
1261	f6/d55916	315815	predictSeurat (20)	CACHED	0	2025-01-31 18:27:32.788	5m 35s	5m 30s	-	-	-	-	-
1280	ab/d23b9d	315954	predictSeurat (148)	CACHED	0	2025-01-31 19:35:07.911	3m 35s	3m 30s	-	-	-	-	-
1083	70/7d3c4e	317071	classifyAllSeurat (393)	CACHED	0	2025-02-01 01:11:33.322	1m 5s	1m	-	-	-	-	-
925	23/d6681b	316926	classifyAllSeurat (248)	CACHED	0	2025-02-01 00:37:18.294	1m 5s	1m	-	-	-	-	-
1263	02/b91bfe	316191	predictSeurat (372)	CACHED	0	2025-01-31 21:31:43.050	5m 40s	5m 35s	-	-	-	-	-
1074	e8/0f7ea4	316534	classifyAllAdata (296)	CACHED	0	2025-01-31 23:01:48.143	4m 35s	4m 30s	-	-	-	-	-
1092	82/42c2a5	316847	classifyAllSeurat (169)	CACHED	0	2025-02-01 00:19:33.267	1m 35s	1m 30s	-	-	-	-	-
1282	b9/442dfb	315851	predictSeurat (60)	CACHED	0	2025-01-31 18:44:57.833	4m 40s	4m 35s	-	-	-	-	-
1278	5a/fbe6de	316117	predictSeurat (324)	CACHED	0	2025-01-31 20:53:57.997	4m 35s	4m 30s	-	-	-	-	-
1279	a9/43e28d	316112	predictSeurat (280)	CACHED	0	2025-01-31 20:51:43.003	3m 35s	3m 30s	-	-	-	-	-
906	d5/638840	316763	classifyAllSeurat (85)	CACHED	0	2025-01-31 23:56:58.211	1m 5s	1m	-	-	-	-	-
981	22/793d8d	316855	classifyAllSeurat (177)	CACHED	0	2025-02-01 00:21:13.303	1m 35s	1m 30s	-	-	-	-	-
1076	2b/b61a58	316262	classifyAllAdata (24)	CACHED	0	2025-01-31 22:00:18.106	1m 40s	1m 35s	-	-	-	-	-
973	7d/d68487	316738	classifyAllSeurat (60)	CACHED	0	2025-01-31 23:50:38.206	1m 35s	1m 30s	-	-	-	-	-
1082	c8/45acc1	316684	classifyAllSeurat (6)	CACHED	0	2025-01-31 23:38:58.203	1m 35s	1m 30s	-	-	-	-	-
1065	64/16dab7	317031	classifyAllSeurat (353)	CACHED	0	2025-02-01 01:00:08.304	1m 5s	1m	-	-	-	-	-
1002	e9/65491c	317070	classifyAllSeurat (391)	CACHED	0	2025-02-01 01:11:13.339	14m 40s	14m 35s	-	-	-	-	-
1014	1a/e89f5a	316734	classifyAllSeurat (56)	CACHED	0	2025-01-31 23:50:23.223	14m 30s	14m 25s	-	-	-	-	-
1081	e6/2e812f	316948	classifyAllSeurat (270)	CACHED	0	2025-02-01 00:42:43.280	1m 35s	1m 30s	-	-	-	-	-
1072	ae/ddf800	316341	classifyAllAdata (103)	CACHED	0	2025-01-31 22:14:48.156	1m 40s	1m 35s	-	-	-	-	-
1299	61/36aeab	316182	predictSeurat (352)	CACHED	0	2025-01-31 21:26:38.037	9m 40s	9m 35s	-	-	-	-	-
1246	dd/b4ad70	315659	rfPredict (385)	CACHED	0	2025-01-31 18:15:22.843	1m 5s	60s	-	-	-	-	-
982	60/2d6ffb	316365	classifyAllAdata (127)	CACHED	0	2025-01-31 22:21:08.085	1m 5s	1m	-	-	-	-	-
991	c8/ed4bf6	316917	classifyAllSeurat (239)	CACHED	0	2025-02-01 00:35:38.343	14m 35s	14m 30s	-	-	-	-	-
1086	f5/4532df	316911	classifyAllSeurat (233)	CACHED	0	2025-02-01 00:34:33.279	1m 40s	1m 35s	-	-	-	-	-
974	d7/67d5b1	316780	classifyAllSeurat (102)	CACHED	0	2025-02-01 00:02:03.273	1m 40s	1m 35s	-	-	-	-	-
936	be/b337f3	316965	classifyAllSeurat (287)	CACHED	0	2025-02-01 00:46:28.286	1m 5s	60s	-	-	-	-	-
1070	54/b0ca8c	317026	classifyAllSeurat (348)	CACHED	0	2025-02-01 00:58:33.305	1m 5s	1m	-	-	-	-	-
939	5c/5912ad	316701	classifyAllSeurat (23)	CACHED	0	2025-01-31 23:42:48.197	1m 5s	1m	-	-	-	-	-
1104	f5/e5577c	316499	classifyAllAdata (260)	CACHED	0	2025-01-31 22:53:48.148	3m 50s	3m 45s	-	-	-	-	-
1089	7b/b093a7	316799	classifyAllSeurat (121)	CACHED	0	2025-02-01 00:05:58.224	1m 35s	1m 30s	-	-	-	-	-
953	3f/f94810	316960	classifyAllSeurat (282)	CACHED	0	2025-02-01 00:45:13.283	1m 5s	1m	-	-	-	-	-
1069	d0/8c1ea4	316310	classifyAllAdata (72)	CACHED	0	2025-01-31 22:08:13.106	1m 5s	1m	-	-	-	-	-
1009	15/984250	316337	classifyAllAdata (99)	CACHED	0	2025-01-31 22:14:18.350	1m 5s	1m	-	-	-	-	-
933	b2/c3ed5c	317023	classifyAllSeurat (345)	CACHED	0	2025-02-01 00:57:48.356	1m 5s	1m	-	-	-	-	-
1093	93/ad4bb4	316588	classifyAllAdata (351)	CACHED	0	2025-01-31 23:15:23.163	1m 5s	1m	-	-	-	-	-
1000	ad/f4aaa5	316991	classifyAllSeurat (313)	CACHED	0	2025-02-01 00:51:03.294	14m 15s	14m 10s	-	-	-	-	-
1289	81/89fc42	316153	predictSeurat (300)	CACHED	0	2025-01-31 21:12:33.014	4m 45s	4m 40s	-	-	-	-	-
1098	5b/1305bb	316712	classifyAllSeurat (34)	CACHED	0	2025-01-31 23:45:38.201	1m	55s	-	-	-	-	-
1267	4d/42c7bf	315721	rfPredict (420)	CACHED	0	2025-01-31 18:18:37.941	1m 5s	60s	-	-	-	-	-
1067	13/40c0f6	316983	classifyAllSeurat (305)	CACHED	0	2025-02-01 00:49:43.291	1m 35s	1m 30s	-	-	-	-	-
1091	19/a0aa89	316517	classifyAllAdata (279)	CACHED	0	2025-01-31 22:58:48.137	1m 5s	1m	-	-	-	-	-
1021	85/1161b1	316576	classifyAllAdata (338)	CACHED	0	2025-01-31 23:12:08.299	4m 40s	4m 35s	-	-	-	-	-
1250	5c/1dfd00	315240	rfPredict (24)	CACHED	0	2025-01-31 17:36:42.780	1m 5s	1m	-	-	-	-	-
1088	f1/d1e528	316563	classifyAllAdata (323)	CACHED	0	2025-01-31 23:09:33.169	1m 40s	1m 35s	-	-	-	-	-
1099	af/ceaf3b	316628	classifyAllAdata (391)	CACHED	0	2025-01-31 23:24:43.173	4m 35s	4m 30s	-	-	-	-	-
1080	c2/eb09ca	316543	classifyAllAdata (306)	CACHED	0	2025-01-31 23:04:38.168	4m 15s	4m 10s	-	-	-	-	-
1017	e9/b9d903	316618	classifyAllAdata (381)	CACHED	0	2025-01-31 23:22:08.184	4m 40s	4m 35s	-	-	-	-	-
942	91/c053a5	316740	classifyAllSeurat (62)	CACHED	0	2025-01-31 23:51:28.208	1m 5s	60s	-	-	-	-	-
1078	45/fd5d06	316361	classifyAllAdata (122)	CACHED	0	2025-01-31 22:19:43.105	4m 20s	4m 15s	-	-	-	-	-
1075	9c/911d3a	316857	classifyAllSeurat (179)	CACHED	0	2025-02-01 00:22:23.254	1m 35s	1m 30s	-	-	-	-	-
1077	6d/864f6c	316800	classifyAllSeurat (122)	CACHED	0	2025-02-01 00:06:23.225	1m 5s	1m	-	-	-	-	-
1087	95/6775ca	316724	classifyAllSeurat (46)	CACHED	0	2025-01-31 23:48:28.247	1m 35s	1m 30s	-	-	-	-	-
1291	79/64271a	316238	predictSeurat (432)	CACHED	0	2025-01-31 21:53:23.064	5m 10s	5m 5s	-	-	-	-	-
962	24/819ad8	316910	classifyAllSeurat (232)	CACHED	0	2025-02-01 00:34:13.275	1m 35s	1m 30s	-	-	-	-	-
1033	6b/112044	316897	classifyAllSeurat (219)	CACHED	0	2025-02-01 00:31:43.408	1m 5s	1m	-	-	-	-	-
1286	48/9ae647	316204	predictSeurat (388)	CACHED	0	2025-01-31 21:36:58.048	5m 35s	5m 30s	-	-	-	-	-
1084	a6/79c1f5	316841	classifyAllSeurat (163)	CACHED	0	2025-02-01 00:18:28.276	1m 5s	1m	-	-	-	-	-
1305	95/f4657f	315883	predictSeurat (88)	CACHED	0	2025-01-31 19:00:07.873	9m 45s	9m 40s	-	-	-	-	-
1284	57/46385d	316065	predictSeurat (256)	CACHED	0	2025-01-31 20:28:02.959	4m 35s	4m 30s	-	-	-	-	-
1306	32/df0ed1	315929	predictSeurat (132)	CACHED	0	2025-01-31 19:23:02.896	11m 5s	11m	-	-	-	-	-
1073	89/728f77	317092	classifyAllSeurat (414)	CACHED	0	2025-02-01 01:17:38.383	1m 35s	1m 30s	-	-	-	-	-
1288	64/74cb63	316143	predictSeurat (344)	CACHED	0	2025-01-31 21:06:43.010	5m 25s	5m 20s	-	-	-	-	-
1139	1c/9a5803	316652	classifyAllAdata (411)	CACHED	0	2025-01-31 23:31:03.200	1m 40s	1m 35s	-	-	-	-	-
1287	e7/aed547	315996	predictSeurat (212)	CACHED	0	2025-01-31 19:54:17.970	5m 5s	5m	-	-	-	-	-
1085	22/19e925	316386	classifyAllAdata (148)	CACHED	0	2025-01-31 22:27:23.097	1m 5s	1m	-	-	-	-	-
1290	ec/dd3cea	315938	predictSeurat (168)	CACHED	0	2025-01-31 19:28:42.879	5m 10s	5m 5s	-	-	-	-	-
1293	47/fdc8fe	315927	predictSeurat (124)	CACHED	0	2025-01-31 19:22:37.870	6m 30s	6m 25s	-	-	-	-	-
1292	fd/fb5d69	315881	predictSeurat (80)	CACHED	0	2025-01-31 19:00:07.839	4m 40s	4m 35s	-	-	-	-	-
1137	9a/39667b	316587	classifyAllAdata (349)	CACHED	0	2025-01-31 23:15:03.174	4m 10s	4m 5s	-	-	-	-	-
1285	bf/c43c17	315862	predictSeurat (36)	CACHED	0	2025-01-31 18:49:57.851	5m 30s	5m 25s	-	-	-	-	-
997	03/8d928f	316794	classifyAllSeurat (116)	CACHED	0	2025-02-01 00:04:53.275	14m 45s	14m 40s	-	-	-	-	-
1295	79/3f381e	315824	predictSeurat (44)	CACHED	0	2025-01-31 18:31:37.793	9m 45s	9m 40s	-	-	-	-	-
1298	e6/41ee2f	316010	predictSeurat (220)	CACHED	0	2025-01-31 20:01:02.936	7m 25s	7m 20s	-	-	-	-	-
1294	c3/545a79	316064	predictSeurat (264)	CACHED	0	2025-01-31 20:27:27.983	7m 40s	7m 35s	-	-	-	-	-
1117	03/096e6c	316421	classifyAllAdata (184)	CACHED	0	2025-01-31 22:35:58.108	1m 35s	1m 30s	-	-	-	-	-
1301	8a/ad050f	316130	predictSeurat (308)	CACHED	0	2025-01-31 20:59:53.029	8m 40s	8m 35s	-	-	-	-	-
1110	e7/319946	316352	classifyAllAdata (114)	CACHED	0	2025-01-31 22:17:33.122	1m 5s	1m	-	-	-	-	-
1296	b7/dcb84b	316150	predictSeurat (396)	CACHED	0	2025-01-31 21:10:03.024	8m 40s	8m 35s	-	-	-	-	-
1130	6f/400c69	316603	classifyAllAdata (366)	CACHED	0	2025-01-31 23:19:13.294	1m 5s	1m	-	-	-	-	-
1304	1c/e1d635	316244	predictSeurat (440)	CACHED	0	2025-01-31 21:55:03.062	5m 35s	5m 30s	-	-	-	-	-
1302	e7/df5b06	315970	predictSeurat (176)	CACHED	0	2025-01-31 19:43:27.917	6m 40s	6m 35s	-	-	-	-	-
1141	d9/bff927	316282	classifyAllAdata (44)	CACHED	0	2025-01-31 22:03:03.119	4m 35s	4m 30s	-	-	-	-	-
1144	32/a12c06	316270	classifyAllAdata (32)	CACHED	0	2025-01-31 22:01:18.112	4m 15s	4m 10s	-	-	-	-	-
1162	55/644f8d	316323	classifyAllAdata (86)	CACHED	0	2025-01-31 22:10:23.073	4m 25s	4m 20s	-	-	-	-	-
1143	eb/0055bd	316261	classifyAllAdata (23)	CACHED	0	2025-01-31 22:00:18.061	1m 5s	1m	-	-	-	-	-
1171	80/8d7385	316663	classifyAllAdata (425)	CACHED	0	2025-01-31 23:33:13.344	4m 40s	4m 35s	-	-	-	-	-
1157	4e/4e7423	316430	classifyAllAdata (190)	CACHED	0	2025-01-31 22:37:48.112	1m 35s	1m 30s	-	-	-	-	-
1148	96/1a1f2c	316398	classifyAllAdata (161)	CACHED	0	2025-01-31 22:29:23.095	4m 35s	4m 30s	-	-	-	-	-
1175	ce/b41d60	316283	classifyAllAdata (45)	CACHED	0	2025-01-31 22:03:03.167	1m 5s	1m	-	-	-	-	-
1227	f7/837560	316298	classifyAllAdata (60)	CACHED	0	2025-01-31 22:05:33.078	60s	55s	-	-	-	-	-
1222	b7/07cf06	316492	classifyAllAdata (255)	CACHED	0	2025-01-31 22:51:38.132	1m 5s	1m	-	-	-	-	-
1205	ec/ab4eb2	316581	classifyAllAdata (344)	CACHED	0	2025-01-31 23:13:13.158	1m 5s	1m	-	-	-	-	-
1208	c2/1e828a	316455	classifyAllAdata (217)	CACHED	0	2025-01-31 22:43:13.158	1m 5s	60s	-	-	-	-	-
1210	3a/f83085	316531	classifyAllAdata (293)	CACHED	0	2025-01-31 23:01:08.139	1m 5s	1m	-	-	-	-	-
1185	39/5bbb81	316491	classifyAllAdata (250)	CACHED	0	2025-01-31 22:51:18.131	4m 10s	4m 5s	-	-	-	-	-
1199	85/332451	316540	classifyAllAdata (301)	CACHED	0	2025-01-31 23:03:38.150	1m	55s	-	-	-	-	-
1204	78/194f37	316275	classifyAllAdata (38)	CACHED	0	2025-01-31 22:02:08.064	1m 5s	1m	-	-	-	-	-
1212	c2/be6a65	316356	classifyAllAdata (118)	CACHED	0	2025-01-31 22:18:38.083	1m 5s	1m	-	-	-	-	-
1195	73/cf0507	316626	classifyAllAdata (388)	CACHED	0	2025-01-31 23:24:03.180	1m 5s	1m	-	-	-	-	-
1221	3e/9be089	316575	classifyAllAdata (336)	CACHED	0	2025-01-31 23:12:08.156	1m 5s	1m	-	-	-	-	-
1226	d2/241a2b	316406	classifyAllAdata (168)	CACHED	0	2025-01-31 22:31:13.099	1m	55s	-	-	-	-	-
1101	c6/c412b7	317058	classifyAllSeurat (380)	CACHED	0	2025-02-01 01:08:28.319	1m 40s	1m 35s	-	-	-	-	-
1224	e6/fbf3a5	316441	classifyAllAdata (203)	CACHED	0	2025-01-31 22:40:03.154	1m 5s	1m	-	-	-	-	-
1218	7f/bb893d	316402	classifyAllAdata (160)	CACHED	0	2025-01-31 22:30:08.111	1m 5s	1m	-	-	-	-	-
1215	3f/ca6413	316661	classifyAllAdata (424)	CACHED	0	2025-01-31 23:32:58.313	1m 5s	1m	-	-	-	-	-
1216	ef/3270df	316619	classifyAllAdata (380)	CACHED	0	2025-01-31 23:22:28.172	1m 5s	1m	-	-	-	-	-
1214	69/f29ef9	316294	classifyAllAdata (56)	CACHED	0	2025-01-31 22:04:53.081	1m 5s	1m	-	-	-	-	-
1232	a7/bf2947	316520	classifyAllAdata (283)	CACHED	0	2025-01-31 22:59:18.157	1m 5s	1m	-	-	-	-	-
1237	53/3daf71	316565	classifyAllAdata (326)	CACHED	0	2025-01-31 23:10:13.152	1m 5s	1m	-	-	-	-	-
