ref	query	key	label	auc	optimal threshold
anterior_cingulate_gyrus	pineda	rachel_subclass	Endothelial	1.0	0.712155411119144
anterior_cingulate_gyrus	pineda	rachel_subclass	L2/3-6 IT	0.9536019536019537	0.139733485153467
anterior_cingulate_gyrus	pineda	rachel_subclass	VIP	1.0	0.258278685831691
anterior_cingulate_gyrus	pineda	rachel_subclass	OPC	1.0	0.790157582169142
anterior_cingulate_gyrus	pineda	rachel_subclass	Oligodendrocyte	1.0	0.330625665672899
anterior_cingulate_gyrus	pineda	rachel_subclass	L5 ET	0.9578947368421052	0.157178756338875
anterior_cingulate_gyrus	pineda	rachel_subclass	SST	1.0	0.454424907253
anterior_cingulate_gyrus	pineda	rachel_subclass	L6b	1.0	0.241603347800237
anterior_cingulate_gyrus	pineda	rachel_subclass	Astrocyte	1.0	0.456405574453754
anterior_cingulate_gyrus	pineda	rachel_subclass	PVALB	1.0	0.409525590836912
anterior_cingulate_gyrus	pineda	rachel_subclass	Microglia	1.0	0.723371675927459
