ref	query	key	label	auc	optimal threshold
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	Astrocyte	0.9815340909090909	0.19
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	Endothelial	0.9348958333333334	0.31
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	L2/3-6 IT	0.6909333333333333	0.21
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	L5/6 NP	1.0	0.5
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	LAMP5	1.0	0.32
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	Microglia	1.0	0.17
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	OPC	1.0	0.25
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	Oligodendrocyte	1.0	0.16
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	PVALB	1.0	0.51
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	SST	1.0	0.22
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	VIP	0.596774193548387	0.3
