ref	query	key	label	auc	optimal threshold
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	Astrocyte	0.9987386608181715	0.09
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	Endothelial	0.9794280261569981	0.12
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	L2/3-6 IT	0.9214758546519893	0.27
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	L5/6 NP	0.6200520833333334	0.01
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	LAMP5	1.0	0.43
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	Microglia	0.9929641025641025	0.39
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	OPC	0.9999408904848458	0.09
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	Oligodendrocyte	0.9999475700746119	0.22
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	PVALB	0.9962532626084029	0.06
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	SST	0.9999380152482489	0.3
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	VIP	0.9533296064779522	0.09
