ref	query	key	label	auc	optimal threshold
middle_temporal_gyrus	pineda	rachel_subclass	Astrocyte	1.0	0.33
middle_temporal_gyrus	pineda	rachel_subclass	Chandelier	1.0	0.75
middle_temporal_gyrus	pineda	rachel_subclass	Endothelial	1.0	0.28
middle_temporal_gyrus	pineda	rachel_subclass	L2/3-6 IT	0.9645909645909646	0.1
middle_temporal_gyrus	pineda	rachel_subclass	L5 ET	0.8157894736842106	0.02
middle_temporal_gyrus	pineda	rachel_subclass	L5/6 NP	0.7040816326530613	0.07
middle_temporal_gyrus	pineda	rachel_subclass	L6b	0.9260204081632654	0.1
middle_temporal_gyrus	pineda	rachel_subclass	Microglia	1.0	0.44
middle_temporal_gyrus	pineda	rachel_subclass	OPC	1.0	0.65
middle_temporal_gyrus	pineda	rachel_subclass	Oligodendrocyte	1.0	0.36
middle_temporal_gyrus	pineda	rachel_subclass	PVALB	1.0	0.29
middle_temporal_gyrus	pineda	rachel_subclass	SST	1.0	0.51
middle_temporal_gyrus	pineda	rachel_subclass	VIP	0.9456654456654456	0.16
