ref	query	key	label	auc	optimal threshold
middle_temporal_gyrus	pineda	rachel_subclass	Astrocyte	0.9988888888888889	0.19
middle_temporal_gyrus	pineda	rachel_subclass	Chandelier	1.0	0.45
middle_temporal_gyrus	pineda	rachel_subclass	L2/3-6 IT	0.9717348927875243	0.13
middle_temporal_gyrus	pineda	rachel_subclass	L5 ET	0.6968421052631579	0.01
middle_temporal_gyrus	pineda	rachel_subclass	L5/6 NP	0.37755102040816324	0.0
middle_temporal_gyrus	pineda	rachel_subclass	L6b	0.8487972508591065	0.16
middle_temporal_gyrus	pineda	rachel_subclass	Microglia	1.0	0.49
middle_temporal_gyrus	pineda	rachel_subclass	OPC	1.0	0.42
middle_temporal_gyrus	pineda	rachel_subclass	Oligodendrocyte	1.0	0.22
middle_temporal_gyrus	pineda	rachel_subclass	PVALB	1.0	0.26
middle_temporal_gyrus	pineda	rachel_subclass	SST	1.0	0.54
middle_temporal_gyrus	pineda	rachel_subclass	VIP	0.9931271477663229	0.17
