ref	query	key	label	auc	optimal threshold
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	Astrocyte	0.9991694352159468	0.26
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	Endothelial	0.9636524822695035	0.08
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	L2/3-6 IT	0.8430191353649894	0.16
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	L5/6 NP	0.8190104166666666	0.01
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	Microglia	1.0	0.42
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	OPC	1.0	0.2
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	Oligodendrocyte	1.0	0.25
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	PVALB	0.9973958333333334	0.13
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	SST	0.9999999999999999	0.4
middle_temporal_gyrus	velmeshev_ACC	rachel_subclass	VIP	0.9938556067588326	0.18
