query	reference	label	f1_score	weighted_f1	key	cutoff	query_region	ref_region	disease	sex	dev_stage
rosmap	primary_somatosensory_cortex	GABAergic	0.7333333333333333	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	OPC	1.0	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Non-neuron	nan	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Oligodendrocyte	0.9565217391304348	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Pericyte	0.0	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Glutamatergic	0.7294117647058823	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Astrocyte	0.8333333333333334	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	VLMC	nan	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Microglia	1.0	0.7931534526854219	subclass	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	GABAergic	0.7333333333333333	0.8031715686274511	class	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Non-neuron	nan	0.8031715686274511	class	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Oligodendrocyte lineage	0.9583333333333334	0.8031715686274511	class	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Glutamatergic	0.7294117647058823	0.8031715686274511	class	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Vascular	1.0	0.8031715686274511	class	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Astrocyte	0.8333333333333334	0.8031715686274511	class	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Microglia	1.0	0.8031715686274511	class	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Non-neuron	0.8	0.753921568627451	family	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	GABAergic	0.7333333333333333	0.753921568627451	family	0.0	prefrontal cortex	primary somatosensory cortex			
rosmap	primary_somatosensory_cortex	Glutamatergic	0.7294117647058823	0.753921568627451	family	0.0	prefrontal cortex	primary somatosensory cortex			
