query	reference	label	f1_score	macro_f1	micro_f1	weighted_f1	key	cutoff
rosmap	Dissection_Angular_gyrus_AnG	Oligodendrocyte	1.0	0.6835264735264734		0.8992971028971029	rachel_subclass	0.0
rosmap	Dissection_Angular_gyrus_AnG	Glutamatergic	0.8791208791208791	0.6835264735264734		0.8992971028971029	rachel_subclass	0.0
rosmap	Dissection_Angular_gyrus_AnG	Endothelial	nan	0.6835264735264734		0.8992971028971029	rachel_subclass	0.0
rosmap	Dissection_Angular_gyrus_AnG	OPC	1.0	0.6835264735264734		0.8992971028971029	rachel_subclass	0.0
rosmap	Dissection_Angular_gyrus_AnG	Microglia	0.9090909090909091	0.6835264735264734		0.8992971028971029	rachel_subclass	0.0
rosmap	Dissection_Angular_gyrus_AnG	Astrocyte	0.8	0.6835264735264734		0.8992971028971029	rachel_subclass	0.0
rosmap	Dissection_Angular_gyrus_AnG	Non-neuron	nan	0.6835264735264734		0.8992971028971029	rachel_subclass	0.0
rosmap	Dissection_Angular_gyrus_AnG	GABAergic	0.88	0.6835264735264734		0.8992971028971029	rachel_subclass	0.0
rosmap	Dissection_Angular_gyrus_AnG	Glutamatergic	0.8791208791208791	0.6383159697445412		0.8992971028971029	rachel_class	0.0
rosmap	Dissection_Angular_gyrus_AnG	Microglia	0.9090909090909091	0.6383159697445412		0.8992971028971029	rachel_class	0.0
rosmap	Dissection_Angular_gyrus_AnG	Astrocyte	0.8	0.6383159697445412		0.8992971028971029	rachel_class	0.0
rosmap	Dissection_Angular_gyrus_AnG	Non-neuron	nan	0.6383159697445412		0.8992971028971029	rachel_class	0.0
rosmap	Dissection_Angular_gyrus_AnG	Vascular	nan	0.6383159697445412		0.8992971028971029	rachel_class	0.0
rosmap	Dissection_Angular_gyrus_AnG	GABAergic	0.88	0.6383159697445412		0.8992971028971029	rachel_class	0.0
rosmap	Dissection_Angular_gyrus_AnG	Oligodendrocyte lineage	1.0	0.6383159697445412		0.8992971028971029	rachel_class	0.0
rosmap	Dissection_Angular_gyrus_AnG	GABAergic	0.88	0.872087912087912		0.8713230769230768	rachel_family	0.0
rosmap	Dissection_Angular_gyrus_AnG	Glutamatergic	0.8791208791208791	0.872087912087912		0.8713230769230768	rachel_family	0.0
rosmap	Dissection_Angular_gyrus_AnG	Non-neuron	0.8571428571428571	0.872087912087912		0.8713230769230768	rachel_family	0.0
