ref	query	key	label	auc	optimal threshold
whole_cortex	velmeshev_ACC	rachel_subclass	Astrocyte	1.0	0.36
whole_cortex	velmeshev_ACC	rachel_subclass	Endothelial	0.9986979166666667	0.16
whole_cortex	velmeshev_ACC	rachel_subclass	L2/3-6 IT	0.8754666666666666	0.15
whole_cortex	velmeshev_ACC	rachel_subclass	L5/6 NP	1.0	0.61
whole_cortex	velmeshev_ACC	rachel_subclass	LAMP5	0.9999999999999999	0.28
whole_cortex	velmeshev_ACC	rachel_subclass	Microglia	1.0	0.37
whole_cortex	velmeshev_ACC	rachel_subclass	OPC	1.0	0.22
whole_cortex	velmeshev_ACC	rachel_subclass	Oligodendrocyte	1.0	0.25
whole_cortex	velmeshev_ACC	rachel_subclass	PVALB	1.0	0.29
whole_cortex	velmeshev_ACC	rachel_subclass	SST	1.0	0.32
whole_cortex	velmeshev_ACC	rachel_subclass	VIP	0.9339477726574501	0.07
