ref	query	key	label	auc	optimal threshold
primary_auditory_cortex	pineda	rachel_subclass	Astrocyte	1.0	0.27
primary_auditory_cortex	pineda	rachel_subclass	Chandelier	1.0	0.56
primary_auditory_cortex	pineda	rachel_subclass	L2/3-6 IT	0.9558154645873944	0.1
primary_auditory_cortex	pineda	rachel_subclass	L5 ET	0.7736842105263158	0.03
primary_auditory_cortex	pineda	rachel_subclass	L5/6 NP	0.37755102040816324	0.0
primary_auditory_cortex	pineda	rachel_subclass	L6b	0.9742268041237113	0.06
primary_auditory_cortex	pineda	rachel_subclass	Microglia	1.0	0.6
primary_auditory_cortex	pineda	rachel_subclass	OPC	1.0	0.28
primary_auditory_cortex	pineda	rachel_subclass	Oligodendrocyte	1.0	0.26
primary_auditory_cortex	pineda	rachel_subclass	PVALB	1.0	0.38
primary_auditory_cortex	pineda	rachel_subclass	SST	1.0	0.48
primary_auditory_cortex	pineda	rachel_subclass	VIP	0.9965635738831615	0.16
