ref	query	key	label	auc	optimal threshold
primary_visual_cortex	velmeshev_ACC	rachel_subclass	LAMP5	1.0	0.285202499942807
primary_visual_cortex	velmeshev_ACC	rachel_subclass	SST	1.0	0.357959083382308
primary_visual_cortex	velmeshev_ACC	rachel_subclass	Oligodendrocyte	1.0	0.643428148128421
primary_visual_cortex	velmeshev_ACC	rachel_subclass	VIP	0.9938556067588326	0.0923425934684462
primary_visual_cortex	velmeshev_ACC	rachel_subclass	Astrocyte	1.0	0.533031088830705
primary_visual_cortex	velmeshev_ACC	rachel_subclass	Endothelial	0.9921875	0.0968052870837104
primary_visual_cortex	velmeshev_ACC	rachel_subclass	Microglia	1.0	0.611117861282141
primary_visual_cortex	velmeshev_ACC	rachel_subclass	OPC	1.0	0.563698061778107
primary_visual_cortex	velmeshev_ACC	rachel_subclass	L2/3-6 IT	0.9786666666666667	0.118743751400776
primary_visual_cortex	velmeshev_ACC	rachel_subclass	PVALB	1.0	0.368547098701894
