ref	query	key	label	auc	optimal threshold
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	Astrocyte	1.0	0.26
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	Endothelial	0.9858156028368794	0.07
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	L2/3-6 IT	0.9309000708717222	0.12
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	L5/6 NP	0.9114583333333334	0.03
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	Microglia	1.0	0.36
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	OPC	1.0	0.09
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	Oligodendrocyte	0.9811031664964249	0.14
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	PVALB	0.9921875	0.1
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	SST	1.0	0.24
primary_auditory_cortex	velmeshev_ACC	rachel_subclass	VIP	0.8671274961597542	0.16
