ref	query	key	label	auc	optimal threshold
middle_temporal_gyrus	velmeshev	rachel_subclass	Endothelial	1.0	0.297992787788289
middle_temporal_gyrus	velmeshev	rachel_subclass	PVALB	1.0	0.251247464046083
middle_temporal_gyrus	velmeshev	rachel_subclass	VIP	0.7369791666666666	0.117041279644383
middle_temporal_gyrus	velmeshev	rachel_subclass	SST	0.9957894736842106	0.226658894765045
middle_temporal_gyrus	velmeshev	rachel_subclass	Oligodendrocyte	0.9969356486210419	0.468172681051224
middle_temporal_gyrus	velmeshev	rachel_subclass	LAMP5	1.0	0.474709644584045
middle_temporal_gyrus	velmeshev	rachel_subclass	L2/3-6 IT	0.9411421911421912	0.0272678576998233
middle_temporal_gyrus	velmeshev	rachel_subclass	OPC	0.9969356486210419	0.628933695720302
middle_temporal_gyrus	velmeshev	rachel_subclass	Astrocyte	0.9419607843137257	0.365766924532113
middle_temporal_gyrus	velmeshev	rachel_subclass	Microglia	1.0	0.73374721953133
