ref	query	key	label	auc	optimal threshold
angular_gyrus	pineda	rachel_subclass	Astrocyte	0.9995579133510168	0.17
angular_gyrus	pineda	rachel_subclass	Chandelier	1.0	0.67
angular_gyrus	pineda	rachel_subclass	Endothelial	1.0	0.28
angular_gyrus	pineda	rachel_subclass	L2/3-6 IT	0.9078144078144078	0.13
angular_gyrus	pineda	rachel_subclass	L5 ET	0.8084210526315789	0.02
angular_gyrus	pineda	rachel_subclass	L5/6 NP	0.6607142857142857	0.02
angular_gyrus	pineda	rachel_subclass	L6b	0.9617346938775511	0.07
angular_gyrus	pineda	rachel_subclass	Microglia	1.0	0.42
angular_gyrus	pineda	rachel_subclass	OPC	1.0	0.7
angular_gyrus	pineda	rachel_subclass	Oligodendrocyte	1.0	0.34
angular_gyrus	pineda	rachel_subclass	PVALB	1.0	0.19
angular_gyrus	pineda	rachel_subclass	SST	1.0	0.26
angular_gyrus	pineda	rachel_subclass	VIP	0.9212454212454212	0.08
